,Unnamed: 0,prompt,completion
2310,2310,,nan
2311,2311,,Que????
2312,2312,,nan
2313,2313,,De veras??????
2314,2314,,Juanes increíble
2315,2315,,Pero y si no se acuerda del telégrafo ??
2316,2316,,Increíble
2317,2317,,Seria un logro maravilloso
2318,2318,,Impresionante
2319,2319,,Juanesito urgente mándame la foto de la chancla de croos cross
2320,2320,,Por el derecho la foto de la chancla
2321,2321,,Oyeeeeeeeee gracias
2322,2322,,De tanto joder yo no tengo nada 6 como no comes tomate paila
2323,2323,,Bobito
2324,2324,,Nos cortamos las venas???
2325,2325,,Deja de decir pendejadas
2326,2326,,Deja de joder y vente ya
2327,2327,,Hijo ni idea
2328,2328,,Ti papá dice que hay donde estas???
2329,2329,,Deberías tomar un beat hasta aqui
2330,2330,,No hijo entonces transmilenio y ni modos si hay trancones
2331,2331,,Para que te fuiste
2332,2332,,Si más bien demorar un poco mas y nos avisas para recogerte ok oyeeeeeeee nos avisas
2333,2333,,Y nos llamas ok
2334,2334,,nan
2335,2335,,nan
2336,2336,,Te espero
2337,2337,,Espectacular
2338,2338,,Llegas al apto???
2339,2339,,Caracol radio: no se pierda el taller gratuito sobre inteligencia artificial. juanesito a que horas te recogemos??
2340,2340,,Nos cuentas estamos pendientes
2341,2341,,Y donde te recogemos??? que te preparo de comida
2342,2342,,Ok ya llegamos estamos al frente juanes
2343,2343,,Hola
2344,2344,,Donde estad??
2345,2345,,Te demorado???
2346,2346,,Vamos a dar una vuelta y vom emos volvemos
2347,2347,,Nos avisas tranquilo
2348,2348,,nan
2349,2349,,Juanesito hay problemas en la universidad en la cra 30 capuchos contra esmad estas bien hijo????? oyeeeeeeee
2350,2350,,Y entonces
2351,2351,,Normal???? siguen en clase??
2352,2352,,Hasta las 9?? dios estoy preocupada
2353,2353,,Están tirando piedras y ya llego otra tanqueta
2354,2354,,Mira cuidate x fa
2355,2355,,Y que te tengo de comida tenho pollo arroz o café y arepas?? cuidae
2356,2356,,Y entonces mi juanes s que horas vienes??? y la comida???
2357,2357,,nan
2358,2358,,Juanesito ya fue alirio con la lechona ??? oyeeeeeeee contesta juanesito me puedes pedir u  uber ya a santa
2359,2359,,Me ayudas con un uber a santa
2360,2360,,En 5
2361,2361,,Ok servido el señor
2362,2362,,Ok mi vida listo vienes a almorzar??? oyeeeeeeee
2363,2363,,Ok
2364,2364,,Juanesito que quieres comer: pasta con pollo y champiñones  con pan y cola y pola o arepita con café y queso??? oyeeeeeeee
2365,2365,,Que?????
2366,2366,,Ok listo mi vida al las 9 nos vemos amor
2367,2367,,Hola ya estamos llegando donde estas?
2368,2368,,nan
2369,2369,,Estamos afuera ok
2370,2370,,Juanesito que quieres comer: pescado bagre con arvejas verdes deliciosas y arroz o arepita con quefo y café??? salimos en unos minutos
2371,2371,,Ok mi amor ya lo alisto te recogemos 9:10 juanesito estamos cerca y casi sales??? oyeeeeeeee
2372,2372,,Ok listo
2373,2373,,"Bbc news mundo: coronavirus: el colapso en la economía china por el coronavirus (y por qué es una ""gran amenaza"" para el mundo). el diario ny: domino’s da 50% de descuento en todas sus pizzas hasta el 22 de marzo. hoy hay que pedir para almorzar así que empieza la mega: 5 películas de netflix que te mantendrán pegado a la pantalla. caracol radio: ""mentor u latino"" es la plataforma que ofrece apoyo psicológico. minuto neuquen: ¡imperdible! si viste ""el hoyo"" y no entendiste el final... mirá esta explicación. ¡guau!. me lo envió una amiga de gm compañeros buenas tardes: ueremos comunicar que en vista de la difícil situación que nos aqueja hemos llegado a un acuerdo con la compañia de la siguiente manera: r el tiempo que el gobierno nacional decida mediante decreto él aislamiento total por el tema del covid- 19 y las operaciones de planta estén suspendidas, se acuerda suspender los contratos de trabajo ( licencia no remunerada), generando a favor de todos los trabajadores adheridos y/ o afiliados a astrapac un bono no constitutivo de salario, temporal y transitorio equivalente al 50% del salario básico. gobierno nacional a partir del 13 de abril de 2020 mantiene la medida de aislamiento, el valor del bono se mantendrá al 50 % del salario básico hasta que termine el último decreto de aislamiento obligatorio dado por la presidencia. icamente por esta ocasión y como consecuencia de la pandemia  la prima de vacaciones que se cause en el año 2020 al momento del disfrute de vacaciones se pagará en un 50%. s beneficios extra legales sin incidencia salarial o prestaciónal sin incidencia salarial desde el 01 de abril de 2020 hasta 31 de diciembre de 2020. ra efectos de la terminación de los contratos por decisión unilateral y sin justa causa que efectúe la empresa desde el 01 de abril de 2020 y hasta 31 de diciembre de 2020, la empresa tendrá en cuenta que para efecto de la indemnización legal o extra legal que le corresponda, el promedio salarial que cada trabajador tenía al 31 de marzo de 2020. empresa se compromete a que por el tiempo que dure el aislamiento obligatorio no hará descuentos de ninguna índole  ( coopecol, invertir gm, vivienda etc). nemos préstamos con los bancos qué hay en la empresa, debemos comunicarnos con la entidad.  esto a cada trabajador que tenga el préstamo. tiempo que duremos con la medida se entenderá que no  lo repondremos. dos los beneficios se seguirán pagando normalmente. mos con estas medidas contribuir a salir adelante con nuestras familias, nuestros trabajos y empresa. amos de nuestra parte que cada uno de nosotros contribuyamos con las medidas de aislamiento dadas por la autoridades y permanecer en nuestras casas para el bienestar de todos. os cordiales. l arias dente pac el acuerdo para los trabajadores de gm que opinas??"
2374,2374,,Caracol tv: viral: uno de los hombres que baila con el ataúd habló de su trabajo. finanzas personales: como quedaron los pagos a salud y pensión. //www.finanzaspersonales.co/pensiones-y-cesantias/articulo/como-quedaron-los-pagos-a-salud-y-pension/80997 bogota.gov.co/coronavirus-en-bogota/ en esta página a partir de hoy encontrarás toda la información
2375,2375,,Hijo para mitigar lo de la deuda de tu tía fanny ahí te iré  consignando tqm bendiciones noticias rcn: ¿se están robando tu internet? así puedes saber quién está conectado a tu wi-fi.
2376,2376,,De todas las que nunca me ayudan a guardar seguras
2377,2377,,nan
2378,2378,,nan
2379,2379,,Xq hijo so aun hola
2380,2380,,Juanesito me puedes marcar??? desde teléfono
2381,2381,,nan
2382,2382,,Mi vida que delicia son unos expertos felicitaciones se ve deliciosa te guardo sudado de murillo?
2383,2383,,Con vino y todo??
2384,2384,,A que horas vienes hijo?? oyeeeeeeee oyeeeeeeee contesta contesta
2385,2385,,Señor a que horas vienes??
2386,2386,,No contestas si hazte el pendejo
2387,2387,,Tan tarde???
2388,2388,,Juanes¡¡¡¡
2389,2389,,Yo creo
2390,2390,,No jodas
2391,2391,,"La fm: murciélagos gigantes, nuevo pánico en el mundo. hijo ya está tarde a que horas vienes?? hola contesta"
2392,2392,,Esta que llueve
2393,2393,,Por fa cuidate ten mucho cuidado juanesito mañana tienes la cita con el doctor gonzález a las 10:30 dile a tu papá que te lleve que mañana no tiene reunión ok y dile de una vez del viernes do de jorge de una ok me cuentas
2394,2394,,Y el delantal sr??? muy lindo mi hijito que estas haciendo????
2395,2395,,Ok la opinión: las mejores mini aspiradoras para limpiar cada rincón de tu escritorio sin pasar trabajo. el sr león
2396,2396,,Publimetro colombia: noticias: policía busca perfilar y rastrear personas en redes sociales. ://www.publimetro.co/co/noticias/2020/08/10/policia-busca-perfilar-y-rastrear-personas-en-redes-sociales.html
2397,2397,,La fm: la nueva estafa que usa a netflix para robar sus tarjetas de crédito.
2398,2398,,Revista motor: colmotores pide autorización de mintrabajo para suspender ensamble.
2399,2399,,Juanes le agradecido a laurita natalia??
2400,2400,,nan
2401,2401,,"Publimetro colombia: inteligencia artificial, una propuesta desde colombia para prevenir la trata de personas. ://www.publimetro.co/co/noticias/2020/08/27/inteligencia-artificial-una-propuesta-desde-colombia-para-prevenir-la-trata-de-personas.html mira hijo "
2402,2402,,Mi juanes
2403,2403,,"Un li do gatito míralo a que horas vienes?,? como estas?,?"
2404,2404,,Y   *701
2405,2405,,Sr a que horas vienes??? es tarde oyeeeeeeee contesta
2406,2406,,Sr?
2407,2407,,Horas joven muy tarde juanes
2408,2408,,Es peligroso a que horas te espero???? oyeeeeeeee vienes a comer???
2409,2409,,Te vas s venir a 150?????
2410,2410,,Eso espero oye vienes a comer o vienes lleno??? contesta
2411,2411,,Ok ok spoiler - bolavip: las coincidencias entre enola holmes y anne with an e que pocos notaron. juanesito acompañas a tu papá a traer a david cuando llame ???? vamos a poner las arepas
2412,2412,,Juanesito te puedo llevar frijoles??? oyeeeeeeee oye juanes en vez de pechuga oye oye
2413,2413,,Sr
2414,2414,,Juanes
2415,2415,,Donde estas?????
2416,2416,,Y a que horas vienes?? ya son casi las 6
2417,2417,,Ok pero no más tarde
2418,2418,,"Juanesito un favor,  necesito que calladamente le entregues a alirio que esta en el apto la tarjeta de crédito visa que ayer te preste debo pagar unos medicamentos y no tengo efectivo oyeeeeeeee juanes"
2419,2419,,Sr
2420,2420,,nan
2421,2421,,El esta ahí en el apto de nosotros en la ssla sala
2422,2422,,Gracias mi amor
2423,2423,,Gracias juanesito tu vas con tu papi por david yo te aviso a que horas oyeeeeeeee oyeeeeeeee
2424,2424,,Pero dile a tu padre cómo iniciativa tuya x fa
2425,2425,,"Gracias por tu ayuda mi vida, confirmarme el recibo dime hijo"
2426,2426,,Dime
2427,2427,,Espera le pregunto a margarita espera
2428,2428,,Juanesito quw si
2429,2429,,Que el 4 202 interior 4
2430,2430,,Apto 202
2431,2431,,Pregúntale al portero no se
2432,2432,,"Hijo por favor lo imprimes , es el soat la clave es la placa del carro en mayúsculas ebq 418 vigente del 01 de noviembre de 2020 hasta el 31 de octubre de 2021 mañana se vence el actual"
2433,2433,,Xataka: ibm lanza una plataforma con mini cursos gratis para profesionales: de la inteligencia artificial al software.... confirma con tu saldo hijo te conviene míralo
2434,2434,,nan
2435,2435,,Dime
2436,2436,,Cuando puedes?? toca temprano
2437,2437,,Ok listo de una juanesito entonces?????
2438,2438,,A que horas vienes??
2439,2439,,Como así?????
2440,2440,,No porq
2441,2441,,No podemos dormir
2442,2442,,nan
2443,2443,,Si señor y deja de hacer esas jetas
2444,2444,,Viste el superincremento ?????
2445,2445,,nan
2446,2446,,No te hagas el pendejo
2447,2447,,Lagrimas de cocodrilo hijo dame tu número de cédula
2448,2448,,Tan raro david también
2449,2449,,Joven la piyama
2450,2450,,"Tu pedido aquí ps://forms.gle/swpeqr1nk131jdhy9* semana papa pastusa a $300 libra, ayúdanos a movilizar este producto, la cadena productiva del campo te lo agradece! én... ios, ibias y rubas para un delicioso cocido! uelas rojas! allo! rizos artesanales! o artesanal y campesino de nuestra provincia de márquez en boyacá tregas a domicilio en bogotá, tunja y ramiriquí este miércoles 25 de noviembre* rda que puedes pagar por... nsferencia bancolombia nsferencia daviplata áfono ctivo contraentrega ueque uerda que estás vacaciones te esperamos en la provincia de márquez en boyacá, corporación respira turismo ormación 312 3876904 "
2451,2451,,Si hijo a las 4:40
2452,2452,,Quien te va a cortar???
2453,2453,,Si porque estala opción de nicolás si quieres
2454,2454,,Ok te esperamos
2455,2455,,Juanes vente ya con cuidado hola
2456,2456,,Infobae: así impactó el conflicto armado a la universidad nacional de colombia. semana: “por tocarme la cara”: más de 100 jóvenes dicen que les invalidaron la prueba saber pro “injustamente”.
2457,2457,,Dime amor ni idea pero parece que no
2458,2458,,"Sr ya tienes datos para juanes doctorado en género. la profe llobet además es muy política argdntina sería un buen lugar para estudiar género hola mechitas. un abrazo. oigo en los mensajes que el viejo está muy bien buenas tardes,  me llamaron de la clinica indicandome que hoy se han manifestado algunos problemas con la.recuperacion de walter. n examen de sangre aparece una nueva infeccion que ya estan combatiendo. a sonda de alimentacion,  creo un sangrado en el.intestino que le ha hecho perder hemoglobina,  han suspendido la alimentacion en esta forma por el momento y estan tratando la ulcera. or lo anterior,  se enfocaran en estos problemas y no continuar con el proceso de destete."
2459,2459,,Si hijo muy triste p sito hablamos más tarde cuando llegue a la cada ok
2460,2460,,Juanes juanesito
2461,2461,,Dale mi computador nuevo a tu papá ellos van a ir a santa
2462,2462,,Necesito que me arregle esa porquería
2463,2463,,Ese programa no funciona
2464,2464,,"El ubuntis esa mierda traba el computador mira germán le regaló ese mierda de computador no he podido hacer nada ningún pago,  y ya me bloqueo por seguridad itau esa porquería se traba cuando udo firefox no me deja hacer nada,  me traba la página de itau  no deja guardar nada. estoy desesperada no he podido hacer los pagos y hoy ya es 5 todo se traba en ese computador,  así que se lo regalo y traté de entrar por dl otro y ya estoy bloqueada por el banco y usted sabe como es el proceso de desbloqueo y hoy no lo puedo hacer porq me debo ir todo el fin para k clínica que porquería muy lindo su computador de mierda y su forro tenia que ponerle minutos a este teléfono en y no puedo hacer ni mierda trate de actualizar el otro y sale un error y ahí quedo muerto esto no me puede estar pasando estoy desesperada se lo entregas a favor"
2465,2465,,Dime
2466,2466,,No sólo linus no tiene nada mas
2467,2467,,Y es un programa espera
2468,2468,,Un computador con un programa de linus más avanzado que el que está en el computador de tu papá juanes ve y alistalo ya se puede olvidar y no tengo como hacerlo llegar esta en el archivador mandalo con el forro
2469,2469,,En mi closet
2470,2470,,nan
2471,2471,,nan
2472,2472,,Ya david llegó
2473,2473,,A que horas vienes??
2474,2474,,Ya es tarde juanes ok
2475,2475,,Tu no eres de velitad
2476,2476,,No me salgas con esas con lo viejo que estas a que horas vienes hijo??
2477,2477,,Sr
2478,2478,,Y eso que implica??
2479,2479,,No te hagas
2480,2480,,Juanes a que horas ???????
2481,2481,,Sr
2482,2482,,"Te espero a las 10, o sino carro fuera de tu alcance ok juanes 9:19 ???"
2483,2483,,"Con mucho cuidado es muy tarde te espero publimetro colombia: ‘31 minutos’ vuelve a colombia, aunque de forma virtual. ://www.publimetro.co/co/entretenimiento/2020/12/07/31-minutos-vuelve-a-colombia-aunque-de-forma-virtual.html hola merceditas no te preocupes el 4-201 hola hijo almorzaste????"
2484,2484,,Quedaste bien??? ya se fue tu tía??
2485,2485,,Ok y quedo muy sucia la cocina ?
2486,2486,,Que horror
2487,2487,,Bueno hijito
2488,2488,,Jajaja hijo me arreglas netflix por fa hijooooooooooo juanesito entonces????? holaaaa
2489,2489,,Y a que horas vienes?? no llevaste las llaves
2490,2490,,Exactamente 
2491,2491,,No hijo
2492,2492,,Te esperamos mañana madrugas te esperamos
2493,2493,,Xq mi juanes
2494,2494,,No los desprecies
2495,2495,,Hola mi juanes como van??? almorzaron??? qie hacen???
2496,2496,,Nosotros estamos saliendo de cafam ya vamos
2497,2497,,Juanesito ya acabaron????
2498,2498,,Y tu ya pasaste??
2499,2499,,Ok juanes ya vienen????
2500,2500,,Dondemm donde??? oyeeeeeeee
2501,2501,,Las flores???
2502,2502,,Ah ok los esperamos para salir a lo de la cita de david me avisas si hay trancón por favor
2503,2503,,Hola hijo donde estas????? juanesito
2504,2504,,Todo bien??? a que horas te devuelves??
2505,2505,,Novena??????
2506,2506,,"Increíble juanes,"
2507,2507,,"Tu eres increíble,  pensé que laura era atea como tu muy raro"
2508,2508,,Juanes ya terminó la abuelita de laura la novena??? llevaste llaves??? que opinas??? estaba el señor don gato......
2509,2509,,Juanesito holaaaa juanes
2510,2510,,Si sr sin daros me voy llamame
2511,2511,,Juanesito
2512,2512,,Peluquiado a las 5 acuérdate
2513,2513,,nan
2514,2514,,David sigue en conferencia??
2515,2515,,Me enviaste la plata??
2516,2516,,Gracias mi vida
2517,2517,,La república: las razones que impulsaron la caída de la tasa de interés de los cdt a diciembre. ://www.larepublica.co/finanzas/la-tasa-de-interes-de-los-cdt-cayo-26-puntos-porcentuales-durante-lo-corrido-de-2020-3116832
2518,2518,,Copago colmedica $25.700 r comprobante del pago. gracias ????? no entiendo listo mi juanes
2519,2519,,Enviaselo
2520,2520,,Hermoso 
2521,2521,,La república: cinco cursos de universidades prestigiosas que puede tomar gratis y de forma virtual. ://www.larepublica.co/internet-economy/cinco-cursos-de-universidades-prestigiosas-que-puede-tomar-gratis-y-de-forma-virtual-3124963 mira el de negociación
2522,2522,,Ok
2523,2523,,Ok
2524,2524,,Juanesito las 8 ????? a que horas???
2525,2525,,A wue horas vienes??? etas tomando?? no me parece
2526,2526,,Juanes ya es suficiente
2527,2527,,Que problema
2528,2528,,Porq estas con el carro
2529,2529,,"Entonces,  a que horas llegas???"
2530,2530,,Sr entonces??
2531,2531,,Sr
2532,2532,,Gloria a dios ven pronto juanesito te transferi: $ 542.000 universidad $ 550.000 préstamo total $ 1.092.000 gracias mi por favor revisa y paga la universidad tqm
2533,2533,,nan
2534,2534,,Mi vida te voy a transferir $ 600.000  te ganaste $8.000 pesos qye excelente rendimiento
2535,2535,,Quien se gana $8000 en 3 días??? se agradecido mi juanes noticias caracol: “él está ahí afuera”: mensaje en ticket de un banco salvó a mujer víctima de violencia intrafamiliar.
2536,2536,,nan
2537,2537,,Ok muy tarde
2538,2538,,Oyele hijo juanito ya vienen llegando tus suero s con que me vas a pagar semana: qué beneficios tiene la uchuva y qué enfermedades ayuda a prevenir.
2539,2539,,Ya parqueaste?? tofo esta bien??
2540,2540,,Ok
2541,2541,,Te guardamos comida??
2542,2542,,Ok bendiciones ya empezó??
2543,2543,,Que paso me imagino que ya comiste??
2544,2544,,Ok
2545,2545,,Ven rapido
2546,2546,,Noi amor vienen contesta
2547,2547,,Lusto me falta david ok entonces cuento contigo
2548,2548,,Esa jeta
2549,2549,,nan
2550,2550,,Eres un exagerado 
2551,2551,,Ok
2552,2552,,nan
2553,2553,,Llevártelo para que tu lo cuides
2554,2554,,Te le mides ??
2555,2555,,Juanesito llegó un envío para mi?? de estados unidos ???? jusmes conyrdta6
2556,2556,,Ok mi gracias
2557,2557,,Le dimos las gotas tratando de wie se duerma
2558,2558,,Unas que le envió el doctor
2559,2559,,Esta fundido gloria adios ojalá duerma toda la noche
2560,2560,,Y amanezca lúcido no sabemos esperar los exa6 exámenes
2561,2561,,Aquí en la casa
2562,2562,,nan
2563,2563,,A primera hora
2564,2564,,nan
2565,2565,,nan
2566,2566,,Te alistar x fa
2567,2567,,Ok te esperamos y s wie horas arrancas nuevamente??
2568,2568,,Estas aprendiendo juanesito fecha pago universidad????
2569,2569,,Monto
2570,2570,,Ya mismo x favor
2571,2571,,Wue tal cambia de mamá
2572,2572,,Abre
2573,2573,,Tienes 4.5 gb en etb y algunos minutos y tu saldo de claro adjunto mira estas bellezas 
2574,2574,,Mira rsta belleza de niña su elegancia 
2575,2575,,nan
2576,2576,,Como te parece esa belleza???
2577,2577,,"Solo bebes te mando los más lindos publimetro colombia: ¿quién es felipe cadavid? gerente que llamó ""bien muerto"" a lucas villa. ://www.publimetro.co/co/noticias/2021/05/12/quien-es-felipe-cadavid-el-gerente-de-un-hospital-que-llamo-gamin-bien-muerto-a-lucas-villa.html"
2578,2578,,nan
2579,2579,,Gracias mi vida te recompensare
2580,2580,,Arroz con leche
2581,2581,,Noticias rcn: estudiantes de la universidad nacional se apartan del comité del paro.
2582,2582,,nan
2583,2583,,Hazte el pendejo te pongo una trompada mayor mi vida esta es la deuda contigo: efectivo $500.000 agua apto metropolis $ 215.689 agua apto maricel $ 80.050 retiro cajero $ 60.000 total $ 860.000 por favor cuadra tu caja y me cuentas ok gracias hijo
2584,2584,,Mi amor logre que durmiera
2585,2585,,Si hijo
2586,2586,,"Hijo ha dormido desde las 2 o sea lleva 3 horas, esperamos que duerman mínimo 8 para que no tenga alucinaciones hasta mañana vienen los médicos,  para analizar todo y ver como sigue por ahora importante que duerma y se repare le acabaron de tomar el nivel de glucemia y esta un poco elevado. hay que bajarle al azúcar"
2587,2587,,Si hojo
2588,2588,,"Videollamada perdida juanes no te hagas, que te he explicado muchas veces que no solo comer azúcar,  sino que todos los carbohidtstos simples y refinados se vuelven azúcar elevan el índice glucemico y la insulina"
2589,2589,,A la 11 la vanguardia: una inteligencia artificial refuta cinco conjeturas matemáticas sin ayuda humana. juanes cierra las ventanas de la cocina por fa juanes
2590,2590,,nan
2591,2591,,"Para que cuanfo lo leas te acuerdes de mi, el favorito de tu mamá de mario benedetti hombre que mira más allá de sus narices"
2592,2592,,Lidto oye
2593,2593,,Juanesito no te puedo esperar vamos otro dia te recargo ok
2594,2594,,Te recargue el claro
2595,2595,,Todo ilimitado a la orden y acabaron de armar la cabina??
2596,2596,,Ñ juanesito te paso $ 433.000 pago poliza colmedica
2597,2597,,$ 135.000 otra póliza colmedica tital$ 570.000 ya confirmarte el recibo de la otra plata???
2598,2598,,Ya te transfiero la otra ok
2599,2599,,Hola y los atendieron?
2600,2600,,A los fos???? dos tu padre nl ha salido donde estad??? hijo hazme un favor mira si en el consultorio 606 de oftalmólogo esta ls secretaria
2601,2601,,Hijo ya voy para allá espérame
2602,2602,,Ok no te preocupes
2603,2603,,. hijo ya vienen??? tienes que madrugar
2604,2604,,nan
2605,2605,,Y eso??
2606,2606,,Ok hijo ni modos juanesito alistate x favor te vas a traer a tu papa con laurita y julian muévete
2607,2607,,Yo te aviso juanesito me pueden traer unas pastillas para la gripa juanes juanesito me traen las pastillas x favor oyeeeer
2608,2608,,No me gusta es muy dulce prefiero las pastillas ok oh me lo voy a tomar
2609,2609,,nan
2610,2610,,Donde están???
2611,2611,,nan
2612,2612,,No tu y tu papa
2613,2613,,Donde están tu y tu pspa?? sr
2614,2614,,nan
2615,2615,,Y??????
2616,2616,,Que????
2617,2617,,Esta dormido??
2618,2618,,Pero sin dolor??
2619,2619,,Si tiene dolor
2620,2620,,Que
2621,2621,,Si eso es verdad
2622,2622,,Muy triste
2623,2623,,Que tristeza
2624,2624,,Que dolor tan infinito
2625,2625,,Que el señor tenga misericordia así es
2626,2626,,No tu eres muy chiquito
2627,2627,,No clasificas
2628,2628,,nan
2629,2629,,nan
2630,2630,,Si amor gracias se eliminó este mensaje
2631,2631,,Si pero mete la de david hijo yo pagp
2632,2632,,Ok ok
2633,2633,,Ya vamos para allá
2634,2634,,Si claro allá te comento
2635,2635,,No me acuerdo
2636,2636,,Mer58*** creo sirvió??? oyeeeeeeeee oyeeeeeeeee
2637,2637,,nan
2638,2638,,nan
2639,2639,,Sra mercedes la empresa me acaba de pasar el contrato pero no esta firmado y ademas es hoy que me lo está pasando juanesito no me haz enviado nada
2640,2640,,Juanesito eso no lo entiende nadie
2641,2641,,"Juanesito te pase 8.560.000 cdt, mas 20.000 mas 46.000   total revisa hijo y me confirmas"
2642,2642,,Sr no había internet
2643,2643,,"Muy bien mi or, como la han pasado sin que yo les joda la vida"
2644,2644,,nan
2645,2645,,Ok aterrizamos
2646,2646,,nan
2647,2647,,Ka pechuga la apagarse??? hola juanes
2648,2648,,nan
2649,2649,,nan
2650,2650,,Y xq me asustas??
2651,2651,,Pensé que no iba  e contrario nada ya hablamos hijo gracias 
2652,2652,,Amor x favor liquidar el semestre de sandra 
2653,2653,,60 mil
2654,2654,,Juanes como pudiste dejar a sofia a laura si la hubieras esperado que mal tal grande
2655,2655,,"No estoy muy ofendida con ustedes,  sofia nunca les habría hecho alho así. no quiero hablar contigo a david no le confiaría a sofía menos a juan pablo y a juanes nunca les confiaría a sofia actúan como extraños con dureza nada les importa juanes te comento porque le pedí a dios que me diera hombres, por que es una maldición ser mujer sofia esta con el periodo, ayer tuvo que meterse al baño de y te porque tenua hemorragia muy fuerte, por eso se demoró y cuando bajó ya se habían ido a mi me pasó algo similar en colmotores , llegué tarde a una reunión porq estaba metida en un baño tratando de controlar la hemorragia que tenía, al final de la reunión el que era mi jefe trapeo conmigo por mi fslta de compromiso que maldición ser mujer y no le pude dar explicaciones por eso siempre quise tener hombres es una ventaja impresionante,  imposible de competir ante estas circunstancias porq te lárgateste sin sofia??? porq la razón es simple no te importa sofia que se vaya a la mierda verdad, en última s no edta en tu corazón que desilusión tan grande la que ustedes me han dado no puedo creerlo que haya criado cuervos"
2656,2656,,Sr
2657,2657,,Eso es cosa tuya
2658,2658,,Esta atacada llorando
2659,2659,,nan
2660,2660,,Juanes te transferi $570.000 para que me pagues colmedica
2661,2661,,"Juanesito hoy vienes a comer??? te guardamos comida,?? oyeeeeee contesta"
2662,2662,,Quieres trucha??? arepas??? oyeeeeee
2663,2663,,Y ls trucha???
2664,2664,,O queso?? listoi amor cafe???
2665,2665,,Don julian
2666,2666,,Mis respetos ok 51597961 1032448668
2667,2667,,Cuenta de ahorros compartida
2668,2668,,Me pagadte colmefica???
2669,2669,,Te das cuenta
2670,2670,,A que horas vienes?? no aqui lo haces
2671,2671,,Y ya vienes comido verdad??
2672,2672,,Cuidatw mi vida
2673,2673,,"Salusos a laura, buen viaje"
2674,2674,,"Te espero , tq quiero much0"
2675,2675,,"Ok donde virnen??¡ tenemos cita con el ortopedista, / deportologo el vietnes 16 de julio a las 12 del dia juanes"
2676,2676,,Como se te ocurre
2677,2677,,"Cita con dr jorge luis giraldo villa ortopédica, médico del deporte dirección  cra 7 # 119-14 consultorio 308 hora 3:20pm"
2678,2678,,Necesito una foto de la formula que esta encima de la mesa estoy en bella piel ok
2679,2679,,Ya voy a salir
2680,2680,,Más cerca juanes empezó a llover mira para dar patadas
2681,2681,,Colsubsidio
2682,2682,,Hijo cuando vengamos del paseo nos ponemos en la tarea mer58*** mi clave 51597961
2683,2683,,Hijo aplícate shacstick te envié con david hijo por fa me abres las ventanas de la cocina por favor par que la ropa se seque
2684,2684,,Por fa cierra las ventanas de la cocina juanes vas a ir a búfalo?? oyeeeee
2685,2685,,nan
2686,2686,,Metro
2687,2687,,Mercado el saldo de lo que te debia confirma mi juanes quedamos en santa paz
2688,2688,,Si mi vida eso ya esta listo hasta el 9 de septiembre hijo
2689,2689,,nan
2690,2690,,Por necio y no dejaste a tu papá buscarlo
2691,2691,,Sr
2692,2692,,"Ia legible del documento de identificación. tificado en línea con firma digital de las notas, expedido a través del sistema de información académica. de motivación (máximo una página) que especifique los siguientes puntos: zones académicas que le impulsan a realizar la movilidad (un párrafo). zones culturales que le impulsan a realizar la movilidad (un párrafo). ta de aval o de compromiso de un tutor de la institución de destino, este documento aplica para el caso de las modalidades de práctica, pasantía, estancia de investigación y trabajo de grado (en cualquiera de sus modalidades). a de respaldo económico, mediante la cual se compromete a asumir los costos del intercambio. si el candidato recibe una beca, debe anexar un certificado que respalde la adjudicación de la beca."
2693,2693,,Cation form ation letter ­ing agree­ment cript of records age certificate ation letter (in case you will be doing practical work/thesis/internship)
2694,2694,,nan
2695,2695,,Pasa muy frecuentemente rcn radio: evento solar causaría caída de internet durante dos semanas. y entonces para enviar los documentos a finlandia??
2696,2696,,Loviste?? divino
2697,2697,,nan
2698,2698,,nan
2699,2699,,nan
2700,2700,,nan
2701,2701,,Ya casi salho6 salgo voy a pagar ok juanes oye oyeeeeee
2702,2702,,Ya casi salgo
2703,2703,,Donde están???
2704,2704,,nan
2705,2705,,Donde los busco???
2706,2706,,Ok espetenme un minuto
2707,2707,,nan
2708,2708,,Ya casi
2709,2709,,Me están buscando unos medicamentos si mucha demora
2710,2710,,Nooo
2711,2711,,Y el carro donde esta???
2712,2712,,nan
2713,2713,,Me avisas cuando llegues ok cuidado con el carro
2714,2714,,Y el carro???
2715,2715,,Ok cuidate
2716,2716,,Tqm
2717,2717,,Perfecto bendiciones
2718,2718,,Mo hay prisa desayunas??
2719,2719,,nan
2720,2720,,Mi juanes te transferi lo siguiente: $300.000 préstamo $140.000 gotas ojos
2721,2721,,Total $ 440.000
2722,2722,,Te debo los $170.000 del pasaporte
2723,2723,,Por favor me confirmas cuéntame si recibiste
2724,2724,,nan
2725,2725,,nan
2726,2726,,Sr ya se spago??? oyeeeee
2727,2727,,Sabes spagrlo ? si
2728,2728,,Ok es perfecta y gracias 
2729,2729,,Totalmente vacio
2730,2730,,nan
2731,2731,,Hijo ven a las 4 aquí van  poner el partido
2732,2732,,nan
2733,2733,,"Bueno mi vida ahora hablamos la fm: netflix: las cosas por limpiar, nueva serie inspirada en hechos reales."
